Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
JNTM,CSE,COMPUTER SCIENCE AND ENGINEERING,20548,20548,38150,38150,29609,29609,20548,26350,28279,28279,20548,63517,20548,70394,43840,80152,50525,50525
JNTM,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),25424,25424,35988,46462,34389,34389,38203,38203,37831,37831,61787,61787,25424,25424,77759,89012,55223,63192
JNTM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58505,58505,129933,129933,83681,83681,58505,58505,85461,85461,95959,114526,146663,146663,130974,130974,119127,119127
JNTM,MEC,MECHANICAL ENGINEERING,91989,91989,139988,140465,140678,142441,143298,143298,100605,145442,145544,145789,147181,147181,139353,150639,91989,91989
JNTM,MIN,MINING ENGINEERING,81336,81336,147646,147646,148406,148406,81336,146902,135353,149775,150050,150050,81336,81336,143746,143746,114569,114569
JNTR,CIV,CIVIL ENGINEERING,92365,104524,151547,151547,126337,126337,92365,104524,124133,124133,92365,104524,92365,104524,144987,147003,92365,104524
JNTR,CSE,COMPUTER SCIENCE AND ENGINEERING,27854,27854,66764,66764,37528,37528,27854,41061,35956,35956,77428,128428,27854,140597,93632,93632,46750,48307
JNTR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47214,47221,69359,90840,67839,67839,66785,66785,65618,65618,99064,99064,133119,133119,139257,139257,108669,108669
JNTR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,77302,77302,133190,133190,117261,117261,77302,77302,97077,97077,132648,132648,89953,89953,146047,146047,118752,118752
JNTR,MEC,MECHANICAL ENGINEERING,120472,120472,120472,120472,125202,148442,120472,120472,120472,148953,120472,120472,120472,120472,151482,151482,120472,120472
JNTR,TEX,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,124820,136562,124820,136562,124820,136562,124820,136562,124820,136562,124820,136562,124820,136562,124820,136562,124820,136562
JNTS,CIV,CIVIL ENGINEERING,38668,38668,83912,83912,45475,55524,79194,91807,46850,52190,59402,76623,38668,112325,93576,95599,109206,115137
JNTS,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),14617,14617,29265,29265,18616,18616,14617,14617,19751,19751,44191,44191,62245,62245,37799,37799,19274,19274
JNTS,CSE,COMPUTER SCIENCE AND ENGINEERING,7782,11011,21569,21569,13823,14911,30875,30875,14799,14799,18840,26397,7782,11011,24173,24173,14356,14356
JNTS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),11677,11952,23455,23455,15696,16746,23740,23740,16218,16218,21806,21806,58292,58292,29338,29338,14345,14345
JNTS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,15361,15361,32617,41403,22567,24259,15361,15361,23754,23754,32335,45272,15361,41214,34380,34380,21989,23988
JNTS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,29879,32780,81886,81886,45089,68008,83149,83149,41050,41050,79731,79731,29879,80755,70730,92391,43715,51230
JNTS,MEC,MECHANICAL ENGINEERING,42716,48805,105964,105964,56624,66652,63421,80951,59717,74256,111740,111740,42716,101991,77435,132062,103399,109595
JNTSSF,CSE,COMPUTER SCIENCE AND ENGINEERING,22833,22833,51699,52991,34605,34605,22833,22833,27655,41320,47257,53873,133951,133951,40715,86421,38108,46548
JNWN,CIV,CIVIL ENGINEERING,115207,115207,115207,115207,125377,125377,115207,115207,131939,131939,115207,115207,115207,115207,115207,143972,115207,115207
JNWN,CSE,COMPUTER SCIENCE AND ENGINEERING,43462,43462,82830,102203,63850,63850,43462,43462,55472,55472,51448,56245,43462,43462,111944,111944,109566,109566
JNWN,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52463,52463,110372,110372,87685,87685,52463,56641,64293,64633,132585,132585,52463,52463,134715,150766,117407,119583
JNWN,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80740,80740,132458,132458,130644,132995,93834,93834,107650,107650,112359,112359,149644,149644,145226,149799,80740,80740
JNWN,MEC,MECHANICAL ENGINEERING,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325,148325
JOGI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),59274,59274,94840,113637,69232,70836,59274,59274,73109,73109,116510,135325,59274,144957,141518,149047,68190,69462
JOGI,CSE,COMPUTER SCIENCE AND ENGINEERING,58124,58124,133412,134314,77717,77717,73485,73485,73134,73134,102326,102326,132994,132994,139819,146065,72258,72258
JOGI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),60431,60431,133382,133382,79073,86623,64156,64156,75582,75582,118022,128816,140896,140896,141574,150473,72665,72665
JOGI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,64035,69224,99473,101681,92832,95997,64035,69224,76331,78069,105705,105705,64035,69224,145802,149313,92639,92639
JOGI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,90514,90514,123955,123955,113532,113532,90514,90514,102447,102447,90514,114987,90514,140761,141189,141189,106430,107378
JOGI,INF,INFORMATION TECHNOLOGY,67491,67491,73385,116343,87154,90153,67491,76826,79794,79794,130772,130772,67491,67491,144064,145626,75545,75545
JOGI,MEC,MECHANICAL ENGINEERING,91576,91576,123349,130444,122443,127110,91576,91576,91576,119383,91576,131139,91576,91576,150608,150608,114865,117621
JPNE,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,64762,64762,125118,125118,122204,122204,74671,74671,101131,101131,98548,98548,105118,105118,113608,140889,123025,123025
JPNE,CIV,CIVIL ENGINEERING,106597,129739,106597,132944,106597,129739,106597,129739,131941,131941,115220,129739,106597,129739,145631,145631,106597,129739
JPNE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),92588,92588,116839,116839,112247,112247,92588,92588,98495,98495,130897,130897,92588,92588,136566,150447,127377,127377
JPNE,CSE,COMPUTER SCIENCE AND ENGINEERING,62878,62878,116403,116403,95568,95568,91257,91257,89761,93984,77520,77520,62878,62878,151488,151488,127065,127065
JPNE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80283,80283,130922,130922,135218,135218,80283,92118,128152,128152,132230,132230,80283,151236,136092,148386,80283,123539
JPNE,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106557,106557,106557,134639,135152,135152,106557,106557,111162,112050,114429,115824,106557,106557,106557,112259,106557,106557
JPNE,MEC,MECHANICAL ENGINEERING,108229,108229,108229,108229,108229,108229,108229,108229,108229,108229,132933,132933,108229,108229,108229,108229,108229,108229
KCEA,CSE,COMPUTER SCIENCE AND ENGINEERING,88446,88446,107312,135291,134964,134964,121638,121638,105494,107096,95387,112654,134104,134104,151403,151403,114273,114273
KCEA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645,122645
KCEA,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922,72922
KCEA,MEC,MECHANICAL ENGINEERING,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291,130291
KDDW,CIV,CIVIL ENGINEERING,NA,101083,NA,141489,NA,144886,NA,145077,NA,145211,NA,145259,NA,129137,NA,127524,NA,101083
KDDW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,88110,NA,138313,NA,128203,NA,138969,NA,131610,NA,139394,NA,137727,NA,144702,NA,126529
KDDW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,93280,NA,126386,NA,134120,NA,93280,NA,124168,NA,117534,NA,93280,NA,144171,NA,128917
KDDW,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,116440,NA,138002,NA,140394,NA,140744,NA,141787,NA,142638,NA,132443,NA,139309,NA,116440
KGRH,CIV,CIVIL ENGINEERING,83187,91761,115903,115903,104408,121658,83187,91761,83187,125809,87235,91761,83187,91761,139902,139976,111288,129293
KGRH,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),43500,43500,92241,100922,62429,62429,43500,52584,57260,57260,68023,91900,43500,140226,126187,138485,51758,51758
KGRH,CSE,COMPUTER SCIENCE AND ENGINEERING,44489,44489,87254,91784,61858,61858,98264,98264,56499,56499,66615,76883,136007,136007,120982,145159,56765,56765
KGRH,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),39830,42821,91184,98631,58720,58720,39830,102109,54975,61415,63505,100830,137697,137697,136254,149736,57471,57471
KGRH,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,50967,50967,116350,116350,66585,66585,65500,65500,63811,63811,92492,92492,50967,141401,140639,142063,59775,64812
KGRH,MEC,MECHANICAL ENGINEERING,76686,123576,99912,123576,106475,123576,80035,123576,79808,132702,115307,123576,76686,123576,141633,144374,120228,123576
KITS,CIV,CIVIL ENGINEERING,56416,56416,61754,130806,82674,90169,56416,56416,59680,86389,87727,123555,132374,132374,82548,82548,72408,110197
KITS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),18099,19215,44670,45071,28963,28963,26778,26778,26719,26719,32444,39829,18099,19215,66889,75301,26549,26549
KITS,CSE,COMPUTER SCIENCE AND ENGINEERING,16615,16615,39856,39856,24615,24615,37227,88789,24634,24634,25142,25142,40053,54235,56287,63894,24491,24491
KITS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),16577,16577,43536,43641,25309,25976,42607,42607,24448,24448,22563,23994,98010,98010,64191,75197,24967,24967
KITS,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),29307,29307,49949,49949,36833,36833,29307,29307,32351,36596,47592,53430,29307,29307,85302,114855,38549,38549
KITS,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),30750,30750,73773,73773,39613,42490,30750,30750,33995,34431,57462,57462,111308,111308,98598,106384,38472,38472
KITS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29771,29771,56360,56360,39776,39776,38288,38288,37514,37514,65359,65359,90915,90915,91667,91667,40151,40151
KITS,ECI,ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING,51574,51574,95543,106618,61506,74189,51574,51574,52715,52715,96039,114241,51574,51574,137843,140193,58819,58819
KITS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,42540,42540,83792,83792,45038,49242,42540,42540,55966,64218,42540,106393,140260,140260,98228,103822,49367,101556
KITS,INF,INFORMATION TECHNOLOGY,27193,27193,64514,64514,33978,33978,27193,33971,37182,37182,44650,58506,27193,27193,90674,90674,30458,31257
KITS,MEC,MECHANICAL ENGINEERING,54506,60643,116029,130915,104573,115349,74095,74095,70345,100982,54506,86251,54506,60643,124045,146578,103221,114966
KITW,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,NA,64580,NA,97180,NA,96546,NA,64580,NA,92165,NA,80647,NA,64580,NA,147961,NA,133229
KITW,CIV,CIVIL ENGINEERING,NA,112318,NA,112318,NA,146468,NA,112318,NA,112318,NA,112318,NA,112318,NA,112318,NA,112318
KITW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,62956,NA,111171,NA,90328,NA,81775,NA,72879,NA,109444,NA,62956,NA,145123,NA,126670
KITW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,96026,NA,132739,NA,121563,NA,100073,NA,114427,NA,133711,NA,108212,NA,149521,NA,129958
KLRT,CIV,CIVIL ENGINEERING,102649,102649,145581,145581,146277,146277,102649,102649,146739,146739,102649,102649,102649,102649,145946,145946,102649,102649
KLRT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),92946,117769,95141,133630,128867,128867,139336,139336,114131,124781,120267,135057,110121,117769,149558,149558,92946,117769
KLRT,CSE,COMPUTER SCIENCE AND ENGINEERING,89574,89574,132874,132874,132457,132457,89574,89574,110687,110687,134268,134268,89574,113575,150131,150919,89574,106726
KLRT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),68018,68018,102238,102238,97905,97905,68018,68018,85494,85494,105906,105906,68018,68018,137691,141346,131584,131584
KLRT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86848,86848,133144,133144,113793,120138,86848,114761,119225,119225,116694,116694,86848,86848,134408,134408,86848,86848
KLRT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,90034,93911,148987,148987,147942,150217,90034,93911,150801,151481,90034,93911,90034,93911,139955,139955,90034,93911
KLRT,MEC,MECHANICAL ENGINEERING,95973,95973,136887,136887,145758,145758,95973,95973,125094,125094,95973,95973,95973,95973,100068,100068,95973,95973
KLRT,MIN,MINING ENGINEERING,89263,89263,89263,142094,111542,111542,89263,89263,132173,133163,89263,89263,89263,89263,148603,148603,89263,89263
KMCE,CSE,COMPUTER SCIENCE AND ENGINEERING,19584,19584,46613,46613,28027,28027,119702,119702,25554,25554,45537,54831,101842,121804,94419,100375,23601,24674
KMCE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),21922,21922,57015,57015,32789,32789,45718,52647,30306,30306,55949,55949,74533,74533,112391,128149,24279,25728
KMCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,23641,23641,39654,59282,30076,38816,25550,25550,31074,35787,72614,72614,135939,135939,110470,122168,28289,28289
KMEC,CSE,COMPUTER SCIENCE AND ENGINEERING,16686,16686,39656,39656,21512,21512,42797,50052,21382,21382,51062,51062,49264,131495,91560,96978,18173,18173
KMEC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),16449,16449,33146,33146,22277,22277,16449,55078,20769,20769,34977,42321,16449,16449,94669,97167,18219,18219
KMIT,CSE,COMPUTER SCIENCE AND ENGINEERING,3859,4411,12218,13390,5809,6746,15202,17193,5875,6181,9446,15665,30226,50878,28543,32017,4603,5210
KMIT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),4212,5242,12743,15067,6504,7359,11841,15180,6128,7228,10903,10903,24216,83848,28613,35369,5071,5409
KNRR,CIV,CIVIL ENGINEERING,108253,108253,131030,131030,124283,124380,108253,108253,124046,124046,126004,126004,143068,143068,148096,149071,134471,134471
KNRR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),75459,75459,124957,132025,91270,91270,78014,78014,84408,84408,131986,131986,75459,75459,122428,146424,93466,93466
KNRR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),57776,57776,125692,125692,88988,88988,57776,57776,73002,80880,128526,128526,57776,57776,140038,143324,86587,86587
KNRR,CSE,COMPUTER SCIENCE AND ENGINEERING,57815,57815,106488,122569,84319,84319,66609,66609,70305,70305,117878,133233,142839,142839,135578,136863,84675,84675
KNRR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),53968,53968,97472,97472,76775,76775,53968,77637,71772,71772,118442,118442,53968,73763,137828,137828,83337,85237
KNRR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66090,66090,99263,100049,92520,96822,66090,66090,85117,85117,97828,121935,66090,66090,146589,147218,94226,94226
KNRR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85255,85255,133504,133504,94989,111089,103314,103314,106516,106516,85255,127681,85255,85255,138321,141050,104864,125987
KNRR,MEC,MECHANICAL ENGINEERING,111241,111241,131669,133933,142907,150041,144803,144803,128966,149306,149477,149477,111241,111241,151319,151319,111241,111241
KPRC,CSE,COMPUTER SCIENCE AND ENGINEERING,62141,62141,122725,122725,78594,84933,62141,67259,76465,76465,126050,127408,142687,142687,143153,151429,77464,78399
KPRC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),65787,65787,127695,127695,79274,85791,65787,65787,78080,78468,117899,124641,65787,65787,145820,147895,80489,80489
KPRT,CIV,CIVIL ENGINEERING,60260,60260,135040,135040,134092,135400,96385,133792,60260,60260,60260,60260,149293,149293,144109,144109,118150,118150
KPRT,CSE,COMPUTER SCIENCE AND ENGINEERING,49751,49751,100607,103524,64843,64843,107770,107770,64467,68352,101847,125379,137799,137799,137503,148855,60822,60822
KPRT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),47945,49522,89454,95605,59779,65290,63828,63828,60262,62938,109156,130206,136888,136888,139813,150984,62814,62814
KPRT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55769,59406,112076,120869,71165,71165,55769,59406,65433,72518,119525,119525,140449,140449,141732,144929,68221,68537
KSGI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),110611,131992,149543,149543,144889,144889,110611,131992,133238,133238,110611,131992,110611,131992,150662,150662,110611,131992
KSGI,CSE,COMPUTER SCIENCE AND ENGINEERING,75095,75095,134458,134458,125144,125144,75095,75095,123486,123486,108852,128301,75095,75095,138847,141726,75095,75095
KSGI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),88545,88545,88545,114852,132890,132890,88545,88545,128420,128420,148793,148793,88545,88545,149694,149694,88545,88545
KTKM,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,65033,65033,116696,116696,91573,91573,65033,65033,84585,84585,98886,98886,65033,65033,148653,148653,107936,107936
KTKM,CIV,CIVIL ENGINEERING,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,146704,146704,126655,126655
KTKM,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),55886,55886,96369,96369,88885,88885,97489,97489,92776,92776,100988,100988,143605,143605,144464,144464,103741,103741
KTKM,CSE,COMPUTER SCIENCE AND ENGINEERING,58718,58718,112805,112805,79999,79999,74944,74944,79012,79012,95674,129360,104708,104708,146143,146143,105698,105698
KTKM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78092,78092,133261,133261,127105,127105,98678,98678,98486,98486,130148,130148,78092,101115,140386,151477,133922,133922
KTKM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,126150,126150,139749,139749,132762,144595,126150,126150,126150,126150,126150,126150,126150,126150,147395,149734,126150,126150
KTKM,INF,INFORMATION TECHNOLOGY,65506,65506,133487,133487,117889,119935,101747,101747,101526,101526,105676,125007,146653,146653,147986,151507,120241,120241
KTKM,MEC,MECHANICAL ENGINEERING,99129,121048,99129,121048,99129,121048,99129,121048,99129,142889,99129,121048,99129,121048,99129,121048,99129,121048
KUEWS F,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,52803,NA,113815,NA,67331,NA,52803,NA,68721,NA,88324,NA,52803,NA,141423,NA,103141
KUEWS F,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,34387,NA,59249,NA,50507,NA,34387,NA,43811,NA,122882,NA,148348,NA,91907,NA,68145
KUEWS F,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,45185,NA,74911,NA,65160,NA,59781,NA,59710,NA,81617,NA,45185,NA,135560,NA,87549
KUEWS F,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,62036,NA,129866,NA,91410,NA,62036,NA,80416,NA,100361,NA,138142,NA,136877,NA,124162
KUEWS F,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,105711,NA,135399,NA,131551,NA,105711,NA,127297,NA,122294,NA,105711,NA,149202,NA,105711
KUEWS F,INF,INFORMATION TECHNOLOGY,NA,63636,NA,134768,NA,113849,NA,63636,NA,89216,NA,117820,NA,63636,NA,150604,NA,120203
KUWL,CIV,CIVIL ENGINEERING,51917,51917,92110,92110,88793,102915,72770,72770,72464,72464,127152,127152,104484,104484,93744,112578,113089,113089
KUWL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),15655,20960,46778,46778,27511,27511,15655,20960,26731,26731,53511,53511,15655,20960,52930,52930,34567,34567
KUWL,CSE,COMPUTER SCIENCE AND ENGINEERING,13493,13493,21543,21543,19574,19574,13493,13493,18111,18111,30860,37950,13493,13493,29745,29745,29334,29334
KUWL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22276,22276,59221,59221,35651,35651,22276,27462,35343,35343,76761,78910,22276,49781,60187,60187,38492,38492
KUWL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,41093,41093,73237,100724,53635,55106,41093,41093,63523,63523,122633,122633,41093,41093,92662,93922,111452,120670
KUWL,INF,INFORMATION TECHNOLOGY,30404,30404,82278,82278,35942,38767,39331,39331,39076,39076,61182,102610,120484,120484,63144,74214,56430,56430
KUWL,MEC,MECHANICAL ENGINEERING,55328,78345,110696,129380,104592,104592,83102,83102,77047,100358,125976,133098,136143,136143,124558,129912,128606,128606
MDRK,CSE,COMPUTER SCIENCE AND ENGINEERING,94045,94045,135886,135886,136901,136901,137603,137603,105744,105744,106856,106856,94045,139382,125107,125107,94045,110551
MDRK,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),104502,104502,131031,131031,143921,143921,145121,145121,123356,123356,147536,147536,104502,104502,139088,139088,104502,104502
MDRK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,114496,114496,114496,143376,126282,144462,114496,146076,114496,114496,133127,133127,114496,114496,114496,137409,114496,114496
MECS,CIV,CIVIL ENGINEERING,54542,56307,123307,124835,78467,78467,54542,71987,75407,98334,58846,130677,54542,56307,124653,135273,93044,95946
MECS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),15953,15953,35556,35556,20583,20583,15953,15953,20755,21434,25516,25516,129158,129158,65980,73123,17864,17864
MECS,CSE,COMPUTER SCIENCE AND ENGINEERING,14817,14817,36771,36771,21003,21046,57831,57831,20123,21316,22319,25009,67850,67850,61369,62998,17249,17249
MECS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22576,23252,53091,53091,29232,29232,22576,94487,30377,30377,39090,41544,22576,150777,99448,118234,26983,26983
MECS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39068,39068,83607,83607,60635,72387,39068,39068,54047,65544,83344,83344,135626,135626,109805,139682,47127,47127
MECS,INF,INFORMATION TECHNOLOGY,19821,19821,44369,46585,25904,28612,107273,107273,25949,28924,35980,53457,19821,19821,92436,117380,21562,21562
MECS,MEC,MECHANICAL ENGINEERING,62959,65481,109484,124848,86148,117969,67459,67459,81674,117259,70074,89094,62959,65481,106697,147048,77799,114701
METH,CIV,CIVIL ENGINEERING,47275,47275,114030,114030,47275,112966,47275,47275,101298,101298,67234,67234,47275,47275,138844,140415,68813,113606
METH,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),46891,52806,128485,128485,76259,76259,46891,86498,66821,82545,53775,66403,46891,61038,147176,149990,60666,76194
METH,CSE,COMPUTER SCIENCE AND ENGINEERING,25123,32766,55037,55037,43373,49289,25123,32766,40933,50611,32230,46011,139323,139323,103541,115352,43605,44460
METH,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),28817,36015,85761,85761,49441,60053,127144,127144,51800,55295,35618,37296,28817,112071,124384,141023,46266,47090
METH,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49170,49170,108118,128246,85274,85274,49170,49170,69427,69427,88802,121875,49170,49170,144867,151195,63299,71415
METH,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,68692,68692,133758,133758,99435,99435,86350,86350,91509,91509,100270,100647,147670,147670,143945,149880,96049,110084
METH,MEC,MECHANICAL ENGINEERING,61023,114823,115169,115169,94850,121650,61023,114823,98127,128308,70163,114823,61023,114823,122418,142558,118668,118668
MGHA,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,58668,NA,100792,NA,90216,NA,109990,NA,71459,NA,112399,NA,139427,NA,149634,NA,83551
MGHA,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,NA,64743,NA,126366,NA,90991,NA,64743,NA,78666,NA,132988,NA,64743,NA,148149,NA,85336
MGHA,CIV,CIVIL ENGINEERING,NA,108154,NA,146427,NA,149152,NA,108154,NA,112513,NA,108154,NA,142866,NA,151516,NA,121631
MGHA,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,53280,NA,109407,NA,72245,NA,59802,NA,66867,NA,118535,NA,59936,NA,138448,NA,79543
MGHA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,64734,NA,119002,NA,97555,NA,64734,NA,79390,NA,71106,NA,64734,NA,145482,NA,91744
MGHA,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,93445,NA,111872,NA,112226,NA,111117,NA,106630,NA,126843,NA,113975,NA,129833,NA,134958
MGIT,CIV,CIVIL ENGINEERING,29297,29297,48557,86696,40950,46686,29297,29297,45098,47430,44951,66195,29297,29297,53565,68750,37784,37784
MGIT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,7549,8004,18947,25747,9254,11758,26091,26091,10683,12149,7549,16708,7549,8004,34356,53123,8495,9535
MGIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5393,6676,16121,19717,7865,9007,5393,20961,7634,8441,11425,11425,35280,35280,30042,30042,6052,6987
MGIT,CSE,COMPUTER SCIENCE AND ENGINEERING,5025,5928,15901,17365,7625,8290,14914,14914,6904,8285,11019,15112,27944,54450,25663,26274,6034,6691
MGIT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),4348,5942,13045,17301,6915,7818,14171,14171,6990,8403,8053,15866,33605,33605,19338,28555,5205,6865
MGIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8407,9890,20986,32070,11873,14299,8407,34179,11345,15333,22355,27018,8407,120913,43297,45153,10252,11460
MGIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,13743,14396,57689,57689,17738,34394,13743,14396,22978,22978,31461,58117,13743,14396,44100,64574,18591,21920
MGIT,INF,INFORMATION TECHNOLOGY,6686,7844,22359,23465,10071,11776,6686,7844,9038,11016,12280,12280,60486,60486,32202,45612,7976,8474
MGIT,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,19789,38620,59894,90780,33179,50077,109359,109359,31268,51974,19789,38620,19789,38620,119171,119171,27543,56870
MGIT,MEC,MECHANICAL ENGINEERING,23213,34454,58920,80009,46421,54471,23213,34454,28416,51767,41337,41337,23213,34454,56754,131915,34683,42915
MGIT,MMT,METALLURGY AND MATERIAL ENGINEERING,38821,49950,106848,106848,61782,61782,38821,49950,62059,71177,78414,122903,38821,49950,103697,140271,68991,69910
MGUNS F,CSE,COMPUTER SCIENCE AND ENGINEERING,67239,67239,94539,94539,92386,101896,87860,87860,87729,87729,96945,96945,139592,139592,144542,148033,128774,128774
