Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
SCIT,CSE,COMPUTER SCIENCE AND ENGINEERING,90664,90664,135107,135107,134139,134139,90664,108527,106165,106165,115293,127442,145925,145925,151439,151517,131204,131204
SCIT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),59379,59379,99475,99475,95424,95424,59379,59379,95244,95244,73039,76585,59379,104338,147233,147233,114468,114468
SCIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96884,96884,129682,129682,135124,135124,119758,119758,119391,119391,132826,132826,96884,96884,149270,151710,96884,103202
SCIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100992,109715,100992,109715,100992,109715,100992,109715,100992,109715,100992,136765,100992,109715,100992,150941,100992,109715
SCIT,MEC,MECHANICAL ENGINEERING,106232,106232,131375,135630,138915,138915,106232,106232,106232,106232,106232,106232,106232,106232,140507,140507,106232,106232
SDES,CIV,CIVIL ENGINEERING,109230,119972,140589,146105,135254,135254,127812,127812,119536,147070,109230,147261,109230,119972,148481,149355,130023,130023
SDES,CSE,COMPUTER SCIENCE AND ENGINEERING,56740,56740,110548,110548,76063,76063,70751,70751,70557,70557,116645,122534,139629,139629,136342,144584,68327,68327
SDES,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,69896,70403,126168,130245,87378,87378,83103,83103,80778,84559,115359,129790,69896,70403,141124,150416,77584,78704
SDES,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),59757,62898,122638,129771,78722,78722,63684,63999,73789,74444,124853,125411,114889,124773,141148,148305,72558,72558
SDES,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72066,72066,116144,118208,93569,93742,85254,85254,84780,84780,104761,104761,146519,146519,143170,144916,90586,95482
SDES,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,98159,98159,120204,125770,116109,116109,98159,98159,110635,122231,117865,117865,98159,98159,145225,146609,129915,129915
SDES,MEC,MECHANICAL ENGINEERING,100721,132699,145425,145425,150263,150313,100721,132699,151753,151753,146521,146521,100721,132699,149942,149942,100721,132699
SDEW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34480,NA,76415,NA,51665,NA,47620,NA,47302,NA,66060,NA,130074,NA,139962,NA,45126
SDEW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,32063,NA,72146,NA,47222,NA,109223,NA,43459,NA,78110,NA,147802,NA,138607,NA,44390
SDEW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,33807,NA,76151,NA,50670,NA,54290,NA,46307,NA,78272,NA,141579,NA,141955,NA,43137
SDEW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,48245,NA,92408,NA,65578,NA,63410,NA,62610,NA,130611,NA,137570,NA,143436,NA,57799
SDEW,INF,INFORMATION TECHNOLOGY,NA,45772,NA,97885,NA,64055,NA,45772,NA,56816,NA,110008,NA,141913,NA,151478,NA,51504
SDGI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60848,60848,129221,132409,86895,86895,69278,69278,82139,82139,97845,132391,60848,60848,139937,151379,79748,79748
SDGI,CSE,COMPUTER SCIENCE AND ENGINEERING,66846,66846,128500,134370,85356,85356,71741,111474,81391,81391,133838,134312,130725,130725,143897,151458,82798,82798
SDGI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),53410,67044,119433,127598,83832,87534,53410,67044,77607,77829,97681,133755,143510,143510,142130,149429,76633,76633
SDGI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80710,80710,106339,106339,98207,99239,81608,81608,89505,92064,99972,103319,80710,80710,146189,146189,96359,96359
SDGI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100966,100966,100966,122641,111965,119448,100966,100966,113978,115660,100966,121061,105728,105728,147861,147861,124874,132711
SIEI,CIV,CIVIL ENGINEERING,108165,108165,135374,135374,130890,132920,144491,144491,121759,121759,145401,145401,108165,108165,144534,151380,120167,128298
SIEI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71845,71845,132279,132279,87108,87108,71845,71845,85668,85668,131517,132207,71845,143330,145479,146038,86497,92538
SIEI,CSE,COMPUTER SCIENCE AND ENGINEERING,60558,60819,130107,130107,82723,82723,64718,67831,81563,81839,116781,125476,139828,139828,141647,151585,86473,86473
SIEI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),63696,63696,130172,131913,84685,84753,65873,68241,83517,85290,94922,119105,63696,141471,142913,145484,91850,91850
SIEI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72151,72151,135067,135067,100559,100559,88575,88575,87984,87984,117842,117842,77201,77201,140963,147870,98517,101614
SIEI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82985,82985,103818,109506,112338,112338,82985,82985,103330,103330,133024,133024,82985,82985,138395,147588,116619,116619
SIEI,MEC,MECHANICAL ENGINEERING,93808,93808,133898,133898,130398,130805,93808,103952,115912,148546,121544,121544,93808,116786,146733,148244,93808,93808
SISG,CIV,CIVIL ENGINEERING,59335,59335,117523,125280,93495,93495,59335,59335,78775,91810,98150,98150,59335,59335,96775,96775,114342,114342
SISG,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),44387,44387,65067,65067,56343,66674,44387,44387,54260,54260,44387,125630,44387,44387,123633,132011,63390,65038
SISG,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45327,52963,86453,87571,68783,68783,45327,52963,61026,61026,87395,87395,95063,95063,123578,123578,65964,65964
SISG,CSE,COMPUTER SCIENCE AND ENGINEERING,47587,47587,80040,80040,63549,63549,73629,73629,59598,59598,65932,124740,81335,81335,107937,107937,64127,64127
SISG,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),49868,49868,82341,82341,68933,68933,108686,108686,60345,60345,69486,69486,61048,61048,119985,119985,65629,65629
SISG,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),59942,59942,103846,103846,78426,78426,59942,105411,71831,71831,101683,132389,59942,142054,125264,125264,88699,91060
SISG,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),60498,68161,88151,88151,81811,81811,60498,68161,76561,76561,109960,109960,138256,138256,131198,135146,90526,99198
SISG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55543,56696,104143,104143,69639,76981,62355,62355,68014,68014,79590,79590,136805,136805,73235,126299,74742,79448
SISG,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,80931,81600,80931,132532,88291,88291,80931,81600,80931,81600,80931,81600,80931,81600,136502,140171,110622,110622
SISG,MEC,MECHANICAL ENGINEERING,92536,93761,127903,127903,105672,129321,92536,93761,93049,117545,110272,110272,92536,93761,109194,136612,103606,122697
SKEC,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408,NA,116408
SKEC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446,NA,93446
SMSK,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),61274,62320,127566,127566,79379,81468,61274,62320,73839,77517,118017,127146,61274,62320,141599,143086,75750,77560
SMSK,CSE,COMPUTER SCIENCE AND ENGINEERING,50939,50939,105828,105828,73072,73072,54656,69302,66886,66886,113536,113536,50939,95068,139478,144635,67117,72220
SMSK,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,49588,67933,126429,126429,85300,85300,68084,68084,82662,82662,49588,101294,141801,141801,143480,144292,82864,82864
SMSK,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),56077,56077,112320,118801,75307,76469,71977,71977,71364,71364,117871,117871,141459,141459,138706,151706,74667,75333
SMSK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70701,70701,125332,128365,94035,94035,70701,70701,84215,84215,126036,128670,70701,70701,143167,149720,78284,98578
SMSK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,89364,89364,107739,107739,103327,107298,89364,89364,97099,98700,109029,109029,89364,89364,143254,150125,89364,117125
SNIS,CIV,CIVIL ENGINEERING,32315,32315,71706,109761,51262,51262,32315,58100,48657,58068,51285,103093,32315,43151,75674,75674,41895,41895
SNIS,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9844,10230,24042,25321,13167,14142,9844,10230,12956,12956,21243,21243,9844,10230,39647,49371,10236,10879
SNIS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9360,9530,24136,24136,13515,13515,35006,35006,12698,12698,19214,32223,63260,63260,41813,43311,10028,10028
SNIS,CSE,COMPUTER SCIENCE AND ENGINEERING,8019,8710,22075,22459,12398,12621,33488,33488,11041,11381,18935,25311,60626,68758,36613,39205,9480,9480
SNIS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),8540,8942,23166,23166,12550,12951,21412,21412,11764,12313,20353,28648,49821,78220,41019,42604,9811,9845
SNIS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14777,14777,37423,37423,22164,22164,61514,61514,21023,21827,43923,50274,84235,84235,52506,60773,17577,17577
SNIS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19132,19132,58817,58817,35652,35652,19132,97316,28024,34747,76837,121715,19132,111648,57044,63820,28053,31422
SNIS,INF,INFORMATION TECHNOLOGY,12003,12003,29490,29490,15609,15698,47936,47936,15915,15915,31424,36064,76848,76848,50585,57435,12707,12780
SNIS,MEC,MECHANICAL ENGINEERING,32473,42701,69171,122492,39879,46140,95950,95950,41739,63681,56609,92915,126401,126401,89095,140230,40294,73018
SNTI,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,55240,55240,105270,105270,78703,86070,55240,55240,80975,82620,55240,55240,55240,55240,109676,149359,81082,87297
SNTI,CSE,COMPUTER SCIENCE AND ENGINEERING,68128,68128,130547,130547,90653,94274,86293,86293,85872,86890,133222,134878,68128,71709,141691,145595,94207,94207
SNTI,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),60293,60293,94914,94914,91352,97381,60293,60293,79155,79155,112918,112918,60293,60293,142466,149165,84676,84676
SNTI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69436,69436,102142,102142,91464,104189,69436,69436,91187,91187,92933,92933,130949,130949,139767,145365,113277,113277
SNTI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,54440,75649,127611,127611,125074,125074,54440,75649,91991,108734,133727,133727,54440,75649,141736,141736,131055,132509
SPEC,CIV,CIVIL ENGINEERING,67656,67656,67656,109654,79308,110221,67656,67656,100756,125290,114929,130266,67656,67656,123894,123894,88111,118793
SPEC,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47060,47060,89005,93571,58776,63845,47721,47721,58178,58178,71690,71690,107749,107749,124330,149688,54627,54627
SPEC,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44438,44438,80864,83697,50388,60120,47745,47745,46619,46619,95611,95611,44438,44438,136458,145245,54411,54714
SPEC,CSE,COMPUTER SCIENCE AND ENGINEERING,43052,43052,85724,88977,56613,60238,50140,50407,49301,49552,93427,103822,131922,131922,136215,145046,51220,51220
SPEC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),45747,45747,89737,89737,60918,62714,73324,73324,58371,58371,96240,97783,136107,147593,138500,149039,54142,54142
SPEC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56094,56094,103583,106487,71461,71461,60821,60821,73079,73079,116803,123957,140264,140264,136715,151388,62263,62263
SPEC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,69531,69975,92267,131320,87897,87897,69531,95270,77215,77215,95990,95990,69531,69975,142477,150461,82559,82559
SPHN,CIV,CIVIL ENGINEERING,88829,88829,130621,130621,130296,130296,88829,88829,96900,125004,88829,88829,88829,88829,147662,149398,135183,135183
SPHN,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),55650,55650,80640,102982,73125,73682,55650,55650,66560,69879,98683,98683,55650,55650,128959,149154,60518,63966
SPHN,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),57291,57291,102285,105638,72626,72626,67619,67619,67057,71559,95319,100510,140354,140354,140369,151149,61440,61494
SPHN,CSE,COMPUTER SCIENCE AND ENGINEERING,44611,44611,95221,95221,62198,62198,69285,69285,58704,58704,73221,73221,44611,136809,136058,142581,56993,56993
SPHN,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52013,52013,99914,99914,66795,66795,65796,65796,65667,65667,86086,99055,138364,138364,140136,149827,60611,60611
SRHP,CIV,CIVIL ENGINEERING,74567,74567,110025,122754,97977,98387,103069,103069,102983,108059,131875,135286,74567,74567,132618,147563,109473,109473
SRHP,CSE,COMPUTER SCIENCE AND ENGINEERING,18129,18129,42452,42452,24051,24051,18129,43367,24174,24174,33883,42413,18129,60144,35693,54782,23279,23279
SRHP,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33176,33176,71897,71897,47495,50003,80157,80157,43489,43489,60986,67433,91632,91632,78245,121929,45674,45674
SRHP,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55162,61175,110415,134175,71705,71705,64347,93899,75940,93686,99180,120932,55162,128049,125859,141393,78773,118669
SRHP,MEC,MECHANICAL ENGINEERING,86900,114651,131485,131485,128674,135042,94370,114651,117502,133356,128007,135048,139750,139750,140219,140768,86900,124128
SRIW,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,53381,NA,109505,NA,66339,NA,53381,NA,65336,NA,100565,NA,53381,NA,146326,NA,85037
SRIW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,45901,NA,97538,NA,64060,NA,45901,NA,62273,NA,83484,NA,45901,NA,148553,NA,83545
SRIW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,43550,NA,85777,NA,59546,NA,61727,NA,54615,NA,85111,NA,143390,NA,144641,NA,74004
SRIW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,44235,NA,80709,NA,55869,NA,53962,NA,53723,NA,91529,NA,136622,NA,151683,NA,78300
SRIW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,47041,NA,111523,NA,67713,NA,63445,NA,69855,NA,127980,NA,144502,NA,141236,NA,92860
SRYS,CSE,COMPUTER SCIENCE AND ENGINEERING,33461,33461,72278,72278,43914,43914,106988,106988,44070,44070,64904,86179,116302,147091,118735,139204,38985,38985
SRYS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30312,30312,66354,66354,39398,39633,30312,30312,43640,43640,66616,70458,30312,30312,100754,139372,36884,37344
SRYS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,39532,39532,66361,108983,47710,50942,42608,42608,49845,49845,39532,114134,137093,137093,128155,138734,41351,42507
SRYS,MEC,MECHANICAL ENGINEERING,48804,112935,108526,112935,101534,123250,48804,112935,48804,112935,108845,112935,48804,112935,136275,139704,87227,112935
STLW,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,28229,NA,57154,NA,44103,NA,28229,NA,40948,NA,39774,NA,125222,NA,136363,NA,41929
STLW,CME,COMPUTER ENGINEERING,NA,44447,NA,109584,NA,65917,NA,48206,NA,65335,NA,51949,NA,44447,NA,145701,NA,51843
STLW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,25494,NA,52585,NA,37776,NA,107315,NA,39432,NA,37185,NA,27312,NA,124648,NA,38092
STLW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,21876,NA,49276,NA,35528,NA,21876,NA,25193,NA,24998,NA,21876,NA,135224,NA,31628
STLW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,43333,NA,88222,NA,63632,NA,60116,NA,58279,NA,71854,NA,145646,NA,146563,NA,53677
STLW,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,64627,NA,109979,NA,86913,NA,64627,NA,69102,NA,87303,NA,149246,NA,147158,NA,88335
STLW,INF,INFORMATION TECHNOLOGY,NA,41276,NA,97991,NA,53693,NA,53431,NA,52651,NA,51775,NA,41276,NA,151574,NA,48511
SUCE,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),114138,114138,114138,128899,114138,134055,114138,114138,124406,130397,114138,114138,114138,114138,138091,138091,114138,135216
SUCE,CSE,COMPUTER SCIENCE AND ENGINEERING,52060,52060,97773,119392,78118,97700,73440,73440,70764,70764,124923,124923,52060,52060,103271,103271,132856,132856
SUCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,92004,94404,129337,131172,134657,142892,92004,94404,111069,125141,92004,143345,92004,94404,150042,150042,130656,130656
SUCE,INF,INFORMATION TECHNOLOGY,91596,91596,91596,91596,130803,130803,91596,91596,91596,91596,91596,140820,91596,91596,145686,151746,91596,91596
SVES,CIV,CIVIL ENGINEERING,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,121445,130749,149967,121445,121445
SVES,CSE,COMPUTER SCIENCE AND ENGINEERING,97369,97369,131403,134868,120782,134159,97369,97369,132932,132932,130628,130628,97369,141870,150903,150903,109953,109953
SVES,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81443,81443,81443,106296,98865,127924,81443,81443,97058,102742,97010,97010,81443,81443,151480,151480,81443,127778
SVES,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86728,86728,134515,134515,135094,135094,86728,86728,122166,122166,86728,86728,86728,86728,142559,142559,86728,86728
SVES,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014,146014
SVES,MEC,MECHANICAL ENGINEERING,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091,134091
SVSE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),65647,94215,117162,117162,107338,109184,65647,94215,118037,121621,115513,115513,65647,94215,147032,147032,91178,110961
SVSE,CSE,COMPUTER SCIENCE AND ENGINEERING,73343,73343,129560,129560,98123,108392,93048,93048,92725,92725,115313,115313,73343,116163,143549,150395,133472,133472
SVSE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81695,81695,121037,133587,114120,121463,81695,109238,118930,118930,116984,118519,114547,114547,149023,151313,128594,128594
SVSE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99163,99163,99163,99163,133276,133276,99163,99163,132217,132217,115843,115843,105969,105969,148018,148018,99163,99163
SVSE,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,125616,125616,125616,125616,141808,141808,125616,125616,145015,145015,125616,125616,125616,125616,151631,151631,125616,125616
TCEK,CSE,COMPUTER SCIENCE AND ENGINEERING,79785,79785,113378,113378,134068,134068,123104,123104,108967,108967,113945,113945,141781,141781,145918,145918,79785,79785
TCEK,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),82813,82813,115409,127941,94541,94541,82813,82813,98165,98165,125398,125398,82813,82813,150107,150107,82813,120063
TCEK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84997,84997,99075,106874,116285,119270,84997,120011,99017,99017,84997,123368,84997,145808,145609,145609,84997,84997
TCEK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114130,114130,127529,127529,114130,135058,114130,114130,114130,114130,114130,114130,114130,114130,114130,114130,114130,114130
TCTK,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,94346,94346,94346,140793,109394,151589,94346,94346,131019,131019,133606,133606,94346,94346,94346,139087,94346,94346
TCTK,CSE,COMPUTER SCIENCE AND ENGINEERING,99119,99119,135228,135228,135027,135027,99119,99119,133614,133614,130515,130515,99119,99119,150916,150916,99119,115175
TCTK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100116,100116,100116,123733,125749,125749,100116,100116,135177,135177,100116,127216,100116,100116,150753,150753,100116,100116
TCTK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394,111394
TKEM,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),46542,46542,78212,103244,60594,60594,46542,46542,55440,55440,87651,87651,46542,46542,129223,141872,52610,52610
TKEM,CSE,COMPUTER SCIENCE AND ENGINEERING,46413,46413,83650,94391,60754,61884,55971,55971,55730,55730,89664,117829,150268,150268,127843,140749,55616,55616
TKEM,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),36434,36434,79829,80500,44674,51502,36434,36434,44472,50867,62538,102627,36434,36434,106564,142057,45577,45577
TKEM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63976,63976,125968,130799,81185,81185,121464,121464,76582,76582,113566,130844,145190,145190,139687,145901,72778,73710
TKEM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78442,78442,135444,135444,86547,86547,78442,78442,82639,84707,94921,94921,78442,78442,129226,149037,91919,102464
TKEM,INF,INFORMATION TECHNOLOGY,56253,56253,102069,104858,68791,68872,56253,56253,66146,66146,97531,119835,56253,56253,136509,142316,61515,61515
TKRC,CIV,CIVIL ENGINEERING,53696,73897,109452,109452,96769,104771,53696,73897,80960,80960,53696,73897,53696,73897,112810,112810,92319,110168
TKRC,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),36792,38021,73246,87350,48797,50545,64149,64149,46853,46890,63930,102376,136027,136027,114181,130295,42911,42911
TKRC,CSE,COMPUTER SCIENCE AND ENGINEERING,32743,32743,66087,78405,44971,46481,42434,42434,42337,42337,59929,81636,151207,151207,83195,95472,39914,39914
TKRC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),33737,33737,72127,76567,45173,45650,42200,58697,41868,41868,53852,97755,138831,149863,93132,126421,40717,41489
TKRC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45943,48468,94381,103757,59569,64427,45943,76484,59307,59307,104566,123083,141649,141649,127939,137411,57963,57963
TKRC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,57535,57535,57535,120647,73725,88325,76805,76805,72885,72885,123072,123072,57535,57535,113525,113525,83685,83685
TKRC,INF,INFORMATION TECHNOLOGY,45926,45926,87161,92781,58700,58700,45926,53011,53795,53795,73465,104227,128972,128972,116988,138884,49517,49517
TPCE,CSE,COMPUTER SCIENCE AND ENGINEERING,82587,82587,127468,127468,101063,101063,82587,82587,109609,109609,131878,131878,82587,111159,148993,151342,117883,117883
TPCE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),81130,81130,121607,125456,120299,120299,123614,123614,116819,116951,86819,128115,81130,81130,118808,149808,132096,132096
TPCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51877,112505,51877,112505,51877,112505,51877,112505,134039,134039,51877,112505,51877,112505,51877,150944,51877,112505
TRRM,CSE,COMPUTER SCIENCE AND ENGINEERING,57332,57332,114640,118201,82659,82659,57332,57332,75379,79935,97006,123722,57332,57332,137137,140495,76684,76684
TRRM,INF,INFORMATION TECHNOLOGY,64512,64512,114979,118771,93420,93420,87089,87089,84301,86442,124020,133296,150350,150350,141630,148489,97121,97121
VAGE,CIV,CIVIL ENGINEERING,101202,114285,144793,144793,145182,145676,101202,146267,148437,148437,148713,148713,101202,143677,146259,148146,101202,114285
VAGE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),67515,67515,133244,133381,92278,92278,86279,86279,88700,88700,120555,132511,144494,144494,136857,141742,124615,124615
VAGE,CSE,COMPUTER SCIENCE AND ENGINEERING,55501,55501,117927,127364,77660,77660,73864,73864,73397,73397,96365,96365,148479,148479,139623,141290,92128,92128
VAGE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),61260,61260,135056,135056,90397,90397,61260,75363,84601,85759,127512,127512,61260,141177,143561,144737,119921,119921
VAGE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71578,71578,122959,122959,99327,102491,74805,74805,96058,96058,118444,118444,96545,96545,146583,149331,128939,128939
VAGE,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,94824,98080,134121,134121,139113,139113,120426,120426,128159,128755,132045,132045,137735,137735,143934,151639,133597,133597
VAGE,MEC,MECHANICAL ENGINEERING,110567,110567,146135,146135,149539,149539,110567,110567,151145,151145,110567,110567,110567,110567,146978,146978,110567,110567
VASV,CIV,CIVIL ENGINEERING,20195,20195,58680,84608,33252,38194,57292,57292,27633,34742,36016,36016,116931,116931,46777,46777,30551,33005
VASV,CSE,COMPUTER SCIENCE AND ENGINEERING,1535,1854,4317,4575,2435,2863,1535,11007,2299,2786,4804,5616,1535,21970,13372,14190,1958,2356
VASV,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1733,1963,4550,6032,2502,3098,11382,11382,2363,3022,5303,7283,17723,17723,13570,16569,2125,2486
VASV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,4530,5237,11913,15052,6170,7366,14318,14318,6578,8349,14826,14826,35918,35918,26268,29015,5677,6188
VASV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,9288,12098,35627,36669,15308,21231,9288,12098,12719,16996,9288,60843,9288,12098,29568,31077,12798,14620
VASV,INF,INFORMATION TECHNOLOGY,3786,3863,13065,13522,4956,5054,3786,19349,5323,5574,7155,14665,28987,44637,24568,26782,4284,4576
VASV,MEC,MECHANICAL ENGINEERING,16995,26911,45481,45828,32518,43930,57173,57173,24852,39376,27093,27093,16995,26911,49549,78981,26291,32127
VBIT,CIV,CIVIL ENGINEERING,48495,52747,84066,84066,67471,71997,48495,52747,69328,69328,48495,57318,48495,52747,112542,122912,74708,74708
VBIT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,28078,28801,55044,55044,35965,41521,28078,28801,35089,35089,62735,62735,28078,28801,95542,115458,29753,30614
VBIT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24257,25351,49243,53562,33277,33277,24257,25351,31647,31647,51265,78667,24257,129852,85373,98777,28455,28455
