inst_code,inst_name,place,dist_code,coed,type,estab,affiliation
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,COED,PVT,2007,JNTUH
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,COED,PVT,2007,JNTUH
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,COED,PVT,2007,JNTUH
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHM,COED,PVT,2007,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RR,COED,PVT,1999,JNTUH
VMRH,VMR PRADEEP KUMAR INST OF ENGG & TECH,HANAMKONDA,HNK,COED,PVT,2023,KU
VMRH,VMR PRADEEP KUMAR INST OF ENGG & TECH,HANAMKONDA,HNK,COED,PVT,2023,KU
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,JNTUH
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,JNTUH
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,JNTUH
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,JNTUH
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NZB,COED,PVT,1997,JNTUH
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,KU
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,KU
WITS,WARANGAL INST OF TECHNOLOGY SCIENCE,WARANGAL,HNK,COED,PVT,2009,KU
