Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
NIET,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,109545,109545,134421,134421,128507,129737,109545,109545,133483,133483,109545,109545,109545,109545,109545,109545,126188,126188
NIET,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353,79353
NNRG,CIV,CIVIL ENGINEERING,95960,95960,132265,132265,127445,127445,95960,95960,103366,103366,112966,112966,95960,95960,143665,146030,118150,118150
NNRG,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44432,44432,74381,100770,68075,68953,104060,104060,59978,59978,113943,113943,137481,137481,136108,146886,53661,53661
NNRG,CSE,COMPUTER SCIENCE AND ENGINEERING,40058,40058,92226,95782,62707,63258,51421,51421,59101,59101,81964,131721,136319,136319,119703,140971,50753,50753
NNRG,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",41121,42683,91922,96084,64952,64952,60199,60199,59734,60491,88098,130594,137458,137458,136490,146537,52329,52329
NNRG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,50172,56696,126464,126992,79487,82262,50172,56696,79432,80782,124724,133301,50172,56696,139937,146402,67712,69032
NRCM,CIV,CIVIL ENGINEERING,74611,113153,132559,132559,114238,129222,74611,113153,121136,125763,116768,134417,74611,113153,142488,151485,120169,120169
NRCM,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47905,50125,93955,99096,63495,65581,50659,50659,60417,62919,103767,120382,47905,50125,138219,146394,58889,58889
NRCM,CSE,COMPUTER SCIENCE AND ENGINEERING,46967,46967,87263,87263,60789,64304,99108,99108,57080,61489,96520,114438,150267,150267,135607,141557,57441,57441
NRCM,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",44589,44589,90488,90488,58534,66267,55664,58062,58082,58082,99461,111708,136581,136581,137418,145289,57514,57514
NRCM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52978,57634,111457,135417,75096,77399,57277,57634,73346,73346,123739,123739,52978,146780,140638,150238,63265,64567
NRCM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,72554,72554,107739,107739,104758,104758,72554,72554,97099,104511,105408,134175,72554,72554,143184,143184,110622,110622
NRCM,INF,INFORMATION TECHNOLOGY,49589,50968,101092,103929,70628,70628,66019,66019,63419,65607,99133,100885,49589,50968,136298,151162,60157,60157
NRCM,MEC,MECHANICAL ENGINEERING,93847,93847,118259,118259,114702,135384,93847,93847,110155,112599,126649,126649,93847,93847,142397,144912,100037,123541
NREC,CIV,CIVIL ENGINEERING,78685,78685,131469,131469,139868,140549,78685,143575,125471,144698,78685,145284,150877,150877,147697,148731,124892,124892
NREC,CSE,COMPUTER SCIENCE AND ENGINEERING,32439,35728,98390,98390,61251,61251,90820,90820,60506,61280,117690,124889,41340,137528,124590,142137,48085,48085
NREC,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",40869,40869,107282,107282,67060,67060,40869,40869,59799,62453,124853,124853,40869,40869,136499,151357,49530,49530
NREC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,58923,63605,124931,124931,93902,93902,71455,71455,83826,83826,131056,131056,145575,145575,143595,146545,77441,79071
NREC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,74989,74989,128285,130238,125433,129054,74989,74989,101123,114770,125726,125726,74989,74989,148909,148909,93992,115422
NREC,MEC,MECHANICAL ENGINEERING,99638,99638,138211,138211,145419,146615,146670,146670,147590,151446,148026,148026,99638,149625,146664,148663,127703,127703
OUCE,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3235,3235,5976,5976,3930,4932,3235,3235,3605,3787,4375,6960,3235,3235,13235,13235,4063,4063
OUCE,BME,BIO-MEDICAL ENGINEERING,18493,18493,25889,25889,38649,38649,18493,39241,19161,19161,59629,59629,18493,25125,70867,70867,28933,35801
OUCE,CIV,CIVIL ENGINEERING,12281,13584,26881,26881,17368,18047,12281,13584,18762,24875,27222,35443,12281,13584,22516,22516,26856,27139
OUCE,CSE,COMPUTER SCIENCE AND ENGINEERING,1622,2369,4917,5839,2760,2760,8982,8982,2745,2799,2247,4527,11310,11310,9029,9029,2176,3122
OUCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3459,3836,10605,10605,5794,5794,3459,3836,5953,6714,6988,9596,3459,3836,12076,13131,5996,6366
OUCE,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,7395,8780,15553,15553,10550,12999,18276,18276,11013,13684,12241,12241,70709,70709,16067,19416,9552,11263
OUCE,MEC,MECHANICAL ENGINEERING,11843,17448,26775,40847,17196,19249,11843,23886,18059,20418,13962,83917,11843,17448,27547,27547,15497,25206
OUCE,MIN,MINING ENGINEERING,29463,33867,87557,87557,47948,60035,29463,33867,38372,51457,133346,133346,29463,33867,56414,93985,60050,66288
OUCT,CHE,CHEMICAL ENGINEERING,20749,20749,56234,56234,24591,32334,33485,33485,31757,31757,35910,65432,54022,54022,43809,44352,30778,50718
OUCT,FDT,FOOD TECHNOLOGY,40320,40320,76716,76716,62969,62969,40320,40320,56538,59329,77015,128421,139438,139438,103109,116436,69527,69527
OUCT,TEX,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,54301,54301,107662,107662,81490,115171,63920,63920,78018,78018,130015,130015,126382,126382,121278,121278,121528,121528
PALV,CIV,CIVIL ENGINEERING,108505,108505,141763,141763,150128,150128,108505,108505,151748,151748,151467,151467,108505,108505,151043,151043,126961,126961
PALV,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),58973,58973,124957,124957,90522,97036,58973,58973,85924,88987,134984,134984,58973,58973,141687,142626,79855,84381
PALV,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60358,60358,129964,129964,89247,95940,80931,80931,74993,83387,60358,101497,141767,141767,136548,144456,76677,76677
PALV,CSE,COMPUTER SCIENCE AND ENGINEERING,61308,61308,105172,105172,93783,93783,61308,67125,80244,80244,134192,134192,61308,61308,143817,149398,80166,80166
PALV,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",59859,59859,132206,132206,88101,95639,68308,68308,81420,81420,118558,127408,150999,150999,143860,148047,83551,83551
PALV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63239,63239,104815,104815,104341,104341,63239,63239,91753,91753,134794,134794,63239,63239,146520,149987,85554,101210
PALV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,81411,81411,144157,145597,147157,147157,81411,147163,148226,148226,148805,148805,81411,150349,147861,149071,126305,128861
PETW,CIV,CIVIL ENGINEERING,NA,107189,NA,107189,NA,135049,NA,107189,NA,123736,NA,128263,NA,151419,NA,151424,NA,107189
PETW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,77965,NA,123413,NA,125740,NA,92722,NA,116780,NA,116834,NA,77965,NA,146511,NA,119404
PETW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,73487,NA,135039,NA,111427,NA,107579,NA,106003,NA,134281,NA,144938,NA,149359,NA,112613
PETW,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,82547,NA,129474,NA,128125,NA,114960,NA,114876,NA,116244,NA,102743,NA,151675,NA,117683
PETW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,88558,NA,131646,NA,131168,NA,88558,NA,120565,NA,122371,NA,88558,NA,150256,NA,122626
PRIW,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,77816,NA,131333,NA,134862,NA,131264,NA,109815,NA,101073,NA,102403,NA,146338,NA,134779
PRIW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,88658,NA,134690,NA,126984,NA,108209,NA,112518,NA,102934,NA,88658,NA,150965,NA,124096
PRIW,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,65499,NA,99963,NA,113505,NA,93748,NA,95359,NA,88906,NA,95372,NA,151553,NA,116322
PRIW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,98148,NA,117569,NA,133807,NA,98148,NA,134519,NA,98148,NA,98148,NA,146984,NA,130832
PUCE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74489,74489,124406,124849,126791,135283,126490,126490,117540,117540,114577,132369,146473,146473,149523,150254,127063,129283
PUCE,CSE,COMPUTER SCIENCE AND ENGINEERING,47469,47469,110547,134785,80897,80897,64685,64685,65873,71300,56989,56989,47469,47469,148660,148660,110768,128429
PUCE,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",69411,69411,124273,124273,105972,132701,69411,69411,118420,118420,119088,119088,129988,129988,145667,149287,121928,134404
RITW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,60794,NA,124951,NA,93231,NA,76989,NA,88167,NA,134022,NA,141685,NA,150675,NA,82180
RITW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,62594,NA,133906,NA,117439,NA,62594,NA,103876,NA,120930,NA,151522,NA,145879,NA,100963
RITW,INF,INFORMATION TECHNOLOGY,NA,79739,NA,117351,NA,116785,NA,79739,NA,103756,NA,105847,NA,79739,NA,142238,NA,91639
SAIS,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,93176,93176,113157,133281,115002,142657,93176,93176,113593,122926,128457,149419,93176,93176,150544,150544,93176,111112
SAIS,CSE,COMPUTER SCIENCE AND ENGINEERING,99829,99829,106862,112997,130500,130821,99829,99829,127440,150048,132904,150584,99829,99829,149371,149800,121866,128887
SAIS,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",70077,70077,94131,105933,85127,109679,70077,70077,81705,81705,128945,128945,142175,142175,136110,150646,132989,132989
SAIS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,102831,102831,102831,112823,102831,128763,102831,130579,116687,133910,102831,102831,102831,102831,144992,144992,102831,133375
SAIS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,113271,99321,99321,138595,138595,99321,99321
SBIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),67711,67711,96431,101422,95036,95036,88104,88104,84603,84603,70090,71635,67711,67711,143089,143089,76510,97982
SBIT,CSE,COMPUTER SCIENCE AND ENGINEERING,56992,56992,96235,96235,84092,84092,61898,61898,92419,92419,80658,80658,137135,137135,138332,138829,83987,83987
SBIT,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",47971,47971,81080,81080,69559,69559,47971,75413,74256,74256,58838,58838,138712,138712,139039,139039,76374,76374
SBIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84232,84232,118434,118615,126589,126589,88990,88990,99430,107801,125635,125635,84232,137533,146632,151204,125417,125417
SBIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,101128,101128,121713,134961,128516,128516,101128,101128,133749,133749,134542,134542,101128,101128,145787,148107,101128,114617
SCIT,CIV,CIVIL ENGINEERING,107620,124495,107620,124495,107620,124495,107620,124495,129691,129691,107620,124495,107620,124495,137814,137814,107620,124495
SCIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),78831,78831,135001,135001,127257,127257,125032,125032,123509,123509,127442,127442,137287,137287,137612,146513,78831,121585
SCIT,CSE,COMPUTER SCIENCE AND ENGINEERING,90664,90664,128869,128869,135124,135124,90664,113087,106165,112539,124641,130590,149143,149143,151439,151439,131204,132332
SCIT,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",78751,78751,115206,135107,101234,121258,112141,112141,108527,108527,78751,99371,86973,104338,147233,147233,114468,130481
SCIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,116858,119707,140386,140386,116858,128962,116858,119707,116858,119707,151035,151035,116858,119707,149270,149270,116858,119707
SCIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100992,109715,100992,148008,100992,109715,100992,109715,100992,109715,100992,115523,100992,109715,100992,147388,100992,109715
SCIT,MEC,MECHANICAL ENGINEERING,106232,106232,131375,135630,138915,138915,106232,106232,111287,111287,106232,106232,106232,106232,140507,151339,106232,106232
SDES,CIV,CIVIL ENGINEERING,106344,106344,150379,150379,106344,106344,106344,106344,106344,106344,145569,147261,106344,106344,151139,151139,106344,106344
SDES,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),59288,59288,126168,135115,87893,87893,59288,59288,83402,84098,119112,119112,59288,59288,143474,144093,72070,72070
SDES,CSE,COMPUTER SCIENCE AND ENGINEERING,58146,58146,120106,120106,85514,91503,70751,70751,81584,81584,134828,134828,139629,139629,139759,150685,70979,70979
SDES,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,58891,58891,96140,96140,94676,97830,88088,88088,87674,89574,86198,99239,58891,58891,143272,150416,77584,79400
SDES,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",59111,62898,122979,134766,87256,87256,69163,81470,83075,83075,127303,127303,67300,146340,143462,148305,72558,72558
SDES,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,82751,82751,116144,116144,110985,110985,89443,89443,101526,104743,111557,133233,148640,148640,146594,150290,93781,93781
SDES,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75616,75616,120204,142816,127746,129026,75616,75616,121354,129545,117865,117865,75616,75616,148951,149258,75616,126896
SDES,MEC,MECHANICAL ENGINEERING,116011,132699,148460,148460,150774,150774,116011,132699,150313,150313,146441,146441,116011,132699,149942,149942,116011,132699
SDEW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,35492,NA,75694,NA,57213,NA,55271,NA,50715,NA,92176,NA,130074,NA,143739,NA,45743
SDEW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,33429,NA,76415,NA,53843,NA,109223,NA,53845,NA,78216,NA,147802,NA,145872,NA,44390
SDEW,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,38086,NA,76151,NA,57197,NA,129173,NA,55358,NA,93046,NA,141579,NA,150276,NA,44846
SDEW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,54858,NA,110166,NA,72727,NA,69587,NA,69522,NA,130611,NA,145247,NA,151624,NA,60892
SDEW,INF,INFORMATION TECHNOLOGY,NA,46122,NA,97885,NA,70313,NA,46122,NA,63759,NA,120833,NA,141913,NA,151478,NA,51504
SDGI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60848,60848,128926,132409,101580,101580,67019,67019,81887,92064,97845,132391,60848,60848,141113,144539,79748,84551
SDGI,CSE,COMPUTER SCIENCE AND ENGINEERING,65747,65747,133412,133412,105156,105156,94037,111474,93462,93462,128634,128634,141892,141892,145454,151458,83274,83274
SDGI,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",69409,69409,134146,134146,93550,94566,78708,78708,95075,95075,97681,133755,146745,146745,148063,151379,79364,79364
SDGI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,88307,88307,127154,127154,125452,125452,88307,88307,111501,111501,126503,126503,88307,88307,151443,151443,112235,112235
SDGI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115660,115660,115660,123836,135199,145715,115660,115660,125595,125595,115660,121061,132931,132931,138947,138947,125110,132711
SIEI,CIV,CIVIL ENGINEERING,108165,108165,135374,135374,148310,148310,144491,144491,149358,149358,151134,151134,108165,108165,144534,151380,135183,135183
SIEI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71331,71331,132170,132170,103896,103896,71331,71331,98926,98926,131517,131517,71331,84471,145497,147971,96008,96008
SIEI,CSE,COMPUTER SCIENCE AND ENGINEERING,63332,63332,134064,134064,96613,107410,72579,89374,97565,97565,125411,132207,139828,139828,143515,151585,96968,96968
SIEI,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",63696,63696,121492,121492,98263,106197,65567,68592,98494,98776,94677,119105,63696,141471,145712,146215,91850,93573
SIEI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,72151,81215,135067,135067,122770,122770,98153,98153,103213,103213,117842,117842,77201,81215,146733,150939,99422,116365
SIEI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82985,82985,132978,134877,132192,132192,82985,82985,123962,123962,133304,133898,82985,82985,147612,147612,119204,134133
SIEI,MEC,MECHANICAL ENGINEERING,83199,83199,121927,121927,128548,128548,83199,83199,83199,83199,121544,121544,83199,83199,150263,150263,83199,83199
SISG,CIV,CIVIL ENGINEERING,48590,48590,117940,126066,108598,125235,48590,48590,78775,101040,98150,98150,48590,48590,96775,96775,116945,116945
SISG,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),43496,43496,65067,65067,56343,66674,43496,43496,67584,67584,43496,53582,43496,43496,136063,140273,62751,65038
SISG,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),47526,50781,103846,107597,76950,76950,47526,62478,76332,76332,100661,100661,138256,138256,135434,140171,67338,67493
SISG,CSE,COMPUTER SCIENCE AND ENGINEERING,47519,47519,95300,95300,73993,76087,134934,134934,68219,68219,90679,131037,81335,81335,114195,129920,64127,64127
SISG,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",49868,49868,102208,102208,77486,82493,108686,108686,72718,76889,94176,94176,61048,95063,135625,135888,67691,67691
SISG,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),59942,59942,119102,130338,87898,87898,59942,105411,83414,83414,101683,132389,59942,133729,137662,141917,70654,78704
SISG,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),60498,61746,110883,112623,94558,94558,60498,61746,84625,84625,132301,132301,127749,127749,137819,143682,90526,90526
SISG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,64533,64533,124593,132532,97543,98017,79376,79376,86812,86812,125467,125630,136805,136805,123633,145596,87734,90128
SISG,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,88431,88431,88431,105304,97644,104974,88431,88431,88431,93761,88431,88431,88431,88431,137276,146455,114310,114310
SISG,MEC,MECHANICAL ENGINEERING,97093,97093,127903,127903,117293,121700,97093,97093,97093,119955,108411,108411,97093,97093,109194,138601,121462,131276
SKEC,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,128897,NA,128897,NA,128897,NA,128897,NA,128897,NA,128897,NA,128897,NA,128897,NA,128897
SMSK,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60966,60966,128365,128365,97347,98311,60966,60966,85048,87180,131043,131947,60966,60966,142733,143440,86180,86180
SMSK,CSE,COMPUTER SCIENCE AND ENGINEERING,57630,60940,135017,135017,87873,87873,83737,83737,81563,81563,134415,134415,57630,84211,141653,149116,80673,80673
SMSK,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,49588,49588,126429,126429,110686,112118,87429,87429,91200,92605,49588,112119,145827,145827,146188,146280,90731,90731
SMSK,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",61920,61920,133628,133628,95015,95015,84548,84548,83952,83952,133838,133838,72427,72427,146800,147804,86762,86762
SMSK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70701,84559,118594,126443,109808,115153,70701,84559,94008,95336,111654,122312,70701,84559,149054,149720,98349,104390
SMSK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,109029,109029,124396,124396,132380,133038,109029,109029,118811,127553,109029,141285,149167,149167,144576,150306,118548,130330
SNIS,CIV,CIVIL ENGINEERING,24109,24109,71706,126357,62159,62159,24109,58100,48657,61887,51285,103093,24109,43151,75674,104426,49971,49971
SNIS,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),6458,10230,25990,28174,14805,15241,6458,10230,14477,14477,22466,22466,6458,10230,43564,52258,11270,11485
SNIS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9753,10872,24310,27995,14996,14996,35006,35006,14342,14342,22498,33392,79699,79699,42708,43311,11173,11173
SNIS,CSE,COMPUTER SCIENCE AND ENGINEERING,9640,9695,22992,26375,14142,14142,33488,33488,12523,12585,21901,25311,70549,70549,40414,42929,10279,10580
SNIS,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",9301,10296,24299,24299,14211,14267,21412,21412,13252,13252,20353,36064,79973,82258,41813,50945,10596,10879
SNIS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14612,14612,41221,44392,23652,23652,61514,61514,22404,22404,43923,50274,114889,114889,56095,65430,17577,17577
SNIS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,15361,15361,52295,52295,35652,43443,15361,73629,31536,38154,76837,121715,15361,111648,57044,92189,25030,30440
SNIS,INF,INFORMATION TECHNOLOGY,12003,12381,34233,34233,17050,18017,47936,47936,17063,17063,29808,44735,84235,84235,53100,64510,12707,13355
SNIS,MEC,MECHANICAL ENGINEERING,31665,42701,69171,100724,44326,46140,62383,62383,46532,80297,56609,82725,126401,126401,89095,148579,40294,71247
SNTI,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,67734,67734,98051,98051,108482,122481,67734,67734,106125,106125,113445,113445,67734,67734,140780,147064,87140,96752
SNTI,CSE,COMPUTER SCIENCE AND ENGINEERING,79233,79233,130547,130547,118853,126062,96697,96697,105446,105446,120036,134878,79233,148581,146899,149978,112321,112321
SNTI,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",75754,75754,89916,89916,114337,119678,75754,75754,101352,101352,126383,126383,75754,75754,144569,149165,87209,102177
SNTI,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62816,63589,125155,128021,121034,122800,62816,63589,114723,117042,123954,123954,100858,100858,139488,146801,116672,116672
SNTI,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,68117,75649,121157,121157,130604,130604,68117,75649,108734,108734,133727,133727,68117,75649,143802,143802,68117,75649
SPEC,CIV,CIVIL ENGINEERING,63868,63868,63868,109654,108900,108900,63868,63868,100756,103239,114929,114929,63868,63868,123894,123894,113465,118793
SPEC,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),46949,46949,87938,98025,59719,59719,47721,47721,53113,58173,71690,71690,107749,107749,129399,149554,54627,54627
SPEC,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),43256,43256,80864,83697,62558,64914,60694,60694,60651,60651,95611,95611,43256,43256,139108,145245,51456,54714
SPEC,CSE,COMPUTER SCIENCE AND ENGINEERING,43052,43052,85724,92320,61400,61400,56920,56920,56907,56907,93427,103822,121997,129824,138309,145046,51220,51220
SPEC,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",45747,45747,89129,89453,60918,63845,73324,73324,60582,60582,95250,97783,125647,147593,140406,149039,54142,54142
SPEC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56094,56094,110360,110360,71461,72636,60821,60821,73241,73911,125483,125483,140074,140074,141690,151388,61918,61918
SPEC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,69544,69544,119012,131320,133682,134226,69544,95270,82680,98845,129660,129660,69544,69544,146588,147690,104472,104472
SPHN,CIV,CIVIL ENGINEERING,88829,88829,100507,121417,129789,129789,88829,88829,101669,128983,88829,88829,88829,88829,147662,147662,104242,104242
SPHN,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),55650,55650,59596,102982,79628,79628,55650,55650,66560,77820,103309,103309,55650,55650,132395,149154,60518,63966
SPHN,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),57291,57291,118650,120364,79930,79930,67619,67619,77146,77408,116792,116792,140354,140354,140901,149736,61193,61494
SPHN,CSE,COMPUTER SCIENCE AND ENGINEERING,43542,43542,115334,115334,74387,74387,58739,63961,72251,72251,96136,127988,43542,136809,136428,138746,58304,58304
SPHN,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",51051,51051,117837,117837,76816,76816,75908,75908,75758,75758,107884,133178,138364,144459,140907,150376,60611,60611
SPHN,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63986,63986,121863,121863,93334,93334,63986,63986,78553,78553,72672,72672,63986,63986,139767,146609,70626,70626
SRHP,CIV,CIVIL ENGINEERING,62442,62442,120994,122754,110127,110181,103069,103069,109649,114212,130452,135286,62442,62442,127838,149219,117146,117146
SRHP,CSE,COMPUTER SCIENCE AND ENGINEERING,18129,19431,48298,48298,25979,25979,18129,43367,24281,24634,39320,43048,18129,60144,41836,90431,23412,29548
SRHP,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29700,32955,71897,71897,48268,53867,80157,80157,44406,48277,60986,67433,91632,91632,94971,137890,45674,45674
SRHP,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55162,59272,103854,133899,76280,76280,64347,93899,74090,93865,99180,120932,55162,114327,125859,141696,73500,114778
SRHP,MEC,MECHANICAL ENGINEERING,86900,117047,130399,137490,134738,142133,135149,135149,119732,142314,128007,135048,139750,139750,143113,143254,134531,134531
SRIW,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,53381,NA,117320,NA,74786,NA,53381,NA,76074,NA,100565,NA,53381,NA,144155,NA,91587
SRIW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,60283,NA,119422,NA,73261,NA,60283,NA,73441,NA,98301,NA,60283,NA,148553,NA,88478
SRIW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,43550,NA,85777,NA,65305,NA,106695,NA,60234,NA,127968,NA,144502,NA,144641,NA,74004
SRIW,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,44639,NA,80709,NA,57877,NA,53962,NA,60614,NA,91529,NA,99980,NA,150257,NA,78300
SRIW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,69079,NA,130975,NA,85733,NA,83808,NA,81477,NA,127980,NA,138966,NA,151036,NA,103141
SRYS,CSE,COMPUTER SCIENCE AND ENGINEERING,33461,33461,79389,79389,49289,49289,119702,119702,49931,49948,73221,90588,145267,145267,118735,142268,40583,40583
